Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-04-19,17.24840906338004,17.299057006835938,17.24840906338004,17.299057006835938,1000,0.0,0
2011-04-20,17.479137834800024,17.479137834800024,17.152740578362597,17.37784194946289,5000,0.0,0
2011-04-21,17.50727653503418,17.50727653503418,17.50727653503418,17.50727653503418,500,0.0,0
2011-04-25,17.61420173846597,17.61420173846597,17.33282470703125,17.33282470703125,1200,0.0,0
2011-04-26,17.614201145974658,17.738007722597075,17.512906319694707,17.6929874420166,33200,0.0,0
2011-04-27,17.7267502421738,17.7267502421738,17.276547490767392,17.50727653503418,10200,0.0,0
2011-04-28,17.220271696894713,17.220271696894713,16.87699143171254,17.073955535888672,12900,0.0,0
2011-04-29,17.192132600012304,17.377841359031386,17.163995332093766,17.265291213989258,3700,0.0,0
2011-05-02,17.214639914565087,17.220267581724464,17.135854721069336,17.135854721069336,1300,0.0,0
2011-05-03,17.023312017357068,17.023312017357068,16.696914672851562,16.696914672851562,2000,0.0,0
2011-05-04,16.786952619812332,16.786952619812332,16.404279708862305,16.404279708862305,16400,0.0,0
2011-05-05,16.584358165417008,16.618124174519835,16.331119537353516,16.331119537353516,1000,0.0,0
2011-05-06,16.865733368173938,16.90512704133516,16.612494766630284,16.79257583618164,2400,0.0,0
2011-05-09,16.854482660530355,16.87136459350586,16.71942075651791,16.87136459350586,900,0.0,0
2011-05-10,16.854482181052212,17.000797271728516,16.820716169325646,17.000797271728516,4500,0.0,0
2011-05-11,16.68565269726132,16.691280364990234,16.61249516352121,16.691280364990234,1400,0.0,0
2011-05-12,16.561846774960813,16.82071304321289,16.404275302958784,16.82071304321289,2400,0.0,0
2011-05-13,16.449301116208044,16.544969350506054,16.308612599497334,16.342378616333008,5500,0.0,0
2011-05-16,16.41553259446703,16.544965744018555,16.41553259446703,16.544965744018555,400,0.0,0
2011-05-17,16.370509847148718,16.449295043945312,16.359254512358405,16.449295043945312,1300,0.0,0
2011-05-18,16.56747574679811,16.725046157836914,16.56747574679811,16.725046157836914,166600,0.0,0
2011-05-19,16.77006721496582,16.77006721496582,16.77006721496582,16.77006721496582,100,0.0,0
2011-05-20,16.44366452611053,16.75880740540383,16.44366452611053,16.702531814575195,600,0.0,0
2011-05-23,16.46055307189533,16.49431800842285,16.37614019389254,16.49431800842285,1100,0.0,0
2011-05-24,16.61250114440918,16.61250114440918,16.61250114440918,16.61250114440918,400,0.0,0
2011-05-25,16.708164024767655,16.803832233182945,16.708164024767655,16.775693893432617,2000,0.0,0
2011-05-26,16.786952547217368,16.888248443603516,16.786952547217368,16.888248443603516,400,0.0,0
